Kaptive version	Database name	Database version	Assembly	ST	Best match locus	Best match type	Match confidence	Problems	Identity	Coverage	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details	Truncated genes, details	Extra genes, details	ST
3.3.2	Klebsiella_pneumoniae_Species_Complex_O	3.2.0	GCA_009794485.1	ST10	OL14	unknown	Untypeable	-*!	0.00%	19.01%	-5567	2 / 8 (25.00%)	OL14_01_rfbB,76.92%,96.57%,below_id_threshold;OL14_02_rfbA,77.43%,88.62%,truncated	OL14_03_rfbD;OL14_04_rfbC;OL14_05_wbbL;OL14_06_rhamnan;OL14_07_wzm;OL14_08_wzt	0		0 / 8 (0.00%)		0		OL14_02_rfbA,77.43%,88.62%,truncated		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_O	3.2.0	GCA_009795575.1	ST10	OL2α.3	O1α,2α	Typeable	!	98.06%	90.46%	-768	7 / 7 (100.00%)	OL2α.3_01_wzm,96.86%,99.61%;OL2α.3_02_wzt,97.97%,99.60%;OL2α.3_03_wbbM,97.46%,99.84%;OL2α.3_04_glf,98.70%,99.74%;OL2α.3_05_wbbN,96.62%,99.66%;OL2α.3_06_wbbO,97.88%,99.74%;OL2α.3_07_,93.30%,41.15%,truncated		0		0 / 7 (0.00%)		0		OL2α.3_07_,93.30%,41.15%,truncated	wbbZ,99.26%,99.63%;wbbY,99.73%,99.87%	ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_O	3.2.0	GCA_009795595.1	ST10	OL2α.3	O1α,2α	Typeable	!	98.06%	90.46%	-768	7 / 7 (100.00%)	OL2α.3_01_wzm,96.86%,99.61%;OL2α.3_02_wzt,97.97%,99.60%;OL2α.3_03_wbbM,97.46%,99.84%;OL2α.3_04_glf,98.70%,99.74%;OL2α.3_05_wbbN,96.62%,99.66%;OL2α.3_06_wbbO,97.88%,99.74%;OL2α.3_07_,93.30%,41.15%,truncated		0		0 / 7 (0.00%)		0		OL2α.3_07_,93.30%,41.15%,truncated	wbbZ,99.26%,99.63%;wbbY,99.73%,99.87%	ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_O	3.2.0	GCA_009795645.1	ST10	OL2α.3	O1α,2α	Typeable	!	98.06%	90.46%	-768	7 / 7 (100.00%)	OL2α.3_01_wzm,96.86%,99.61%;OL2α.3_02_wzt,97.97%,99.60%;OL2α.3_03_wbbM,97.46%,99.84%;OL2α.3_04_glf,98.70%,99.74%;OL2α.3_05_wbbN,96.62%,99.66%;OL2α.3_06_wbbO,97.88%,99.74%;OL2α.3_07_,93.30%,41.15%,truncated		0		0 / 7 (0.00%)		0		OL2α.3_07_,93.30%,41.15%,truncated	wbbZ,99.26%,99.63%;wbbY,99.73%,99.87%	ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_O	3.2.0	GCA_009798605.1	ST10	OL14	unknown	Untypeable	-*!	0.00%	19.01%	-5567	2 / 8 (25.00%)	OL14_01_rfbB,76.92%,96.57%,below_id_threshold;OL14_02_rfbA,77.43%,88.62%,truncated	OL14_03_rfbD;OL14_04_rfbC;OL14_05_wbbL;OL14_06_rhamnan;OL14_07_wzm;OL14_08_wzt	0		0 / 8 (0.00%)		0		OL14_02_rfbA,77.43%,88.62%,truncated		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_O	3.2.0	GCA_009823885.1	ST10	OL14	unknown	Untypeable	-*!	0.00%	19.01%	-5567	2 / 8 (25.00%)	OL14_01_rfbB,76.92%,96.57%,below_id_threshold;OL14_02_rfbA,77.43%,88.62%,truncated	OL14_03_rfbD;OL14_04_rfbC;OL14_05_wbbL;OL14_06_rhamnan;OL14_07_wzm;OL14_08_wzt	0		0 / 8 (0.00%)		0		OL14_02_rfbA,77.43%,88.62%,truncated		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_O	3.2.0	GCA_009823945.1	ST10	OL14	unknown	Untypeable	-*!	0.00%	19.01%	-5567	2 / 8 (25.00%)	OL14_01_rfbB,76.92%,96.57%,below_id_threshold;OL14_02_rfbA,77.43%,88.62%,truncated	OL14_03_rfbD;OL14_04_rfbC;OL14_05_wbbL;OL14_06_rhamnan;OL14_07_wzm;OL14_08_wzt	0		0 / 8 (0.00%)		0		OL14_02_rfbA,77.43%,88.62%,truncated		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_O	3.2.0	GCA_009824195.1	ST10	OL14	unknown	Untypeable	-*!	0.00%	19.01%	-5567	2 / 8 (25.00%)	OL14_01_rfbB,76.92%,96.57%,below_id_threshold;OL14_02_rfbA,77.43%,88.62%,truncated	OL14_03_rfbD;OL14_04_rfbC;OL14_05_wbbL;OL14_06_rhamnan;OL14_07_wzm;OL14_08_wzt	0		0 / 8 (0.00%)		0		OL14_02_rfbA,77.43%,88.62%,truncated		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_O	3.2.0	GCA_009824205.1	ST10	OL14	unknown	Untypeable	-*!	0.00%	19.01%	-5567	2 / 8 (25.00%)	OL14_01_rfbB,76.92%,96.57%,below_id_threshold;OL14_02_rfbA,77.43%,88.62%,truncated	OL14_03_rfbD;OL14_04_rfbC;OL14_05_wbbL;OL14_06_rhamnan;OL14_07_wzm;OL14_08_wzt	0		0 / 8 (0.00%)		0		OL14_02_rfbA,77.43%,88.62%,truncated		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_O	3.2.0	GCA_009824215.1	ST10	OL14	unknown	Untypeable	-*!	0.00%	19.01%	-5567	2 / 8 (25.00%)	OL14_01_rfbB,76.92%,96.57%,below_id_threshold;OL14_02_rfbA,77.43%,88.62%,truncated	OL14_03_rfbD;OL14_04_rfbC;OL14_05_wbbL;OL14_06_rhamnan;OL14_07_wzm;OL14_08_wzt	0		0 / 8 (0.00%)		0		OL14_02_rfbA,77.43%,88.62%,truncated		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_O	3.2.0	GCA_009824295.1	ST10	OL14	unknown	Untypeable	-*!	0.00%	19.01%	-5567	2 / 8 (25.00%)	OL14_01_rfbB,76.92%,96.57%,below_id_threshold;OL14_02_rfbA,77.43%,88.62%,truncated	OL14_03_rfbD;OL14_04_rfbC;OL14_05_wbbL;OL14_06_rhamnan;OL14_07_wzm;OL14_08_wzt	0		0 / 8 (0.00%)		0		OL14_02_rfbA,77.43%,88.62%,truncated		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_O	3.2.0	GCA_009824335.1	ST10	OL14	unknown	Untypeable	-*!	0.00%	19.01%	-5567	2 / 8 (25.00%)	OL14_01_rfbB,76.92%,96.57%,below_id_threshold;OL14_02_rfbA,77.43%,88.62%,truncated	OL14_03_rfbD;OL14_04_rfbC;OL14_05_wbbL;OL14_06_rhamnan;OL14_07_wzm;OL14_08_wzt	0		0 / 8 (0.00%)		0		OL14_02_rfbA,77.43%,88.62%,truncated		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_O	3.2.0	GCA_009824425.1	ST10	OL14	unknown	Untypeable	-*!	0.00%	19.01%	-5567	2 / 8 (25.00%)	OL14_01_rfbB,76.92%,96.57%,below_id_threshold;OL14_02_rfbA,77.43%,88.62%,truncated	OL14_03_rfbD;OL14_04_rfbC;OL14_05_wbbL;OL14_06_rhamnan;OL14_07_wzm;OL14_08_wzt	0		0 / 8 (0.00%)		0		OL14_02_rfbA,77.43%,88.62%,truncated		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_O	3.2.0	GCA_009824475.1	ST10	OL14	unknown	Untypeable	-*!	0.00%	19.01%	-5567	2 / 8 (25.00%)	OL14_01_rfbB,76.92%,96.57%,below_id_threshold;OL14_02_rfbA,77.43%,88.62%,truncated	OL14_03_rfbD;OL14_04_rfbC;OL14_05_wbbL;OL14_06_rhamnan;OL14_07_wzm;OL14_08_wzt	0		0 / 8 (0.00%)		0		OL14_02_rfbA,77.43%,88.62%,truncated		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_O	3.2.0	GCA_009824555.1	ST10	OL14	unknown	Untypeable	-*!	0.00%	19.01%	-5567	2 / 8 (25.00%)	OL14_01_rfbB,76.92%,96.57%,below_id_threshold;OL14_02_rfbA,77.43%,88.62%,truncated	OL14_03_rfbD;OL14_04_rfbC;OL14_05_wbbL;OL14_06_rhamnan;OL14_07_wzm;OL14_08_wzt	0		0 / 8 (0.00%)		0		OL14_02_rfbA,77.43%,88.62%,truncated		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_O	3.2.0	GCA_009824615.1	ST10	OL3α/β	O3αβ	Typeable	?-!	98.96%	93.16%		8 / 10 (80.00%)	OL3α/β_01_manC,99.69%,68.01%,partial;OL3α/β_02_manB,99.43%,75.70%,partial;OL3α/β_03_wzm,98.85%,99.62%;OL3α/β_04_wzt,99.77%,99.77%;OL3α/β_05_wbdD,99.01%,99.86%;OL3α/β_06_wbdA,97.74%,99.88%;OL3α/β_07_wbdB,99.74%,99.74%;OL3α/β_08_wbdC,98.65%,99.73%		0		2 / 10 (20.00%)	OL3α/β_01_manC,97.92%,40.68%,partial;OL3α/β_02_manB,100.00%,30.37%,partial	1	OL5_02_manB,98.60%,77.56%,partial	OL3α/β_01_manC,99.69%,68.01%,partial;OL3α/β_01_manC,97.92%,40.68%,partial;OL3α/β_02_manB,99.43%,75.70%,partial;OL3α/β_02_manB,100.00%,30.37%,partial;OL5_02_manB,98.60%,77.56%,partial		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_O	3.2.0	GCA_009824745.1	ST10	OL3α/β	O3αβ	Typeable	?-!	98.96%	93.16%		8 / 10 (80.00%)	OL3α/β_01_manC,99.69%,68.01%,partial;OL3α/β_02_manB,99.43%,75.70%,partial;OL3α/β_03_wzm,98.85%,99.62%;OL3α/β_04_wzt,99.77%,99.77%;OL3α/β_05_wbdD,99.01%,99.86%;OL3α/β_06_wbdA,97.74%,99.88%;OL3α/β_07_wbdB,99.74%,99.74%;OL3α/β_08_wbdC,98.65%,99.73%		0		2 / 10 (20.00%)	OL3α/β_01_manC,97.92%,40.68%,partial;OL3α/β_02_manB,100.00%,30.37%,partial	1	OL5_02_manB,98.60%,77.56%,partial	OL3α/β_01_manC,99.69%,68.01%,partial;OL3α/β_01_manC,97.92%,40.68%,partial;OL3α/β_02_manB,99.43%,75.70%,partial;OL3α/β_02_manB,100.00%,30.37%,partial;OL5_02_manB,98.60%,77.56%,partial		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_O	3.2.0	GCA_009824835.1	ST10	OL14	unknown	Untypeable	-*!	0.00%	19.01%	-5567	2 / 8 (25.00%)	OL14_01_rfbB,76.92%,96.57%,below_id_threshold;OL14_02_rfbA,77.43%,88.62%,truncated	OL14_03_rfbD;OL14_04_rfbC;OL14_05_wbbL;OL14_06_rhamnan;OL14_07_wzm;OL14_08_wzt	0		0 / 8 (0.00%)		0		OL14_02_rfbA,77.43%,88.62%,truncated		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_O	3.2.0	GCA_009825065.1	ST10	OL3α/β	O3αβ	Typeable	?-!	98.96%	90.29%		8 / 9 (88.89%)	OL3α/β_01_manC,97.92%,40.68%,partial;OL3α/β_02_manB,98.61%,78.31%,partial;OL3α/β_03_wzm,98.85%,99.62%;OL3α/β_04_wzt,99.77%,99.77%;OL3α/β_05_wbdD,99.01%,99.86%;OL3α/β_06_wbdA,97.74%,99.88%;OL3α/β_07_wbdB,99.74%,99.74%;OL3α/β_08_wbdC,98.65%,99.73%		0		1 / 9 (11.11%)	OL3α/β_02_manB,100.00%,30.37%,partial	2	OL2α.3_06_wbbO,100.00%,9.79%,partial;OL2α.3_07_,95.10%,32.87%,partial;OL2α.3_07_,96.20%,18.16%,partial	OL2α.3_06_wbbO,100.00%,9.79%,partial;OL2α.3_07_,95.10%,32.87%,partial;OL2α.3_07_,96.20%,18.16%,partial;OL3α/β_01_manC,97.92%,40.68%,partial;OL3α/β_02_manB,98.61%,78.31%,partial;OL3α/β_02_manB,100.00%,30.37%,partial		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_O	3.2.0	GCA_009825195.1	ST10	OL14	unknown	Untypeable	-*!	0.00%	19.01%	-5567	2 / 8 (25.00%)	OL14_01_rfbB,76.92%,96.57%,below_id_threshold;OL14_02_rfbA,77.43%,88.62%,truncated	OL14_03_rfbD;OL14_04_rfbC;OL14_05_wbbL;OL14_06_rhamnan;OL14_07_wzm;OL14_08_wzt	0		0 / 8 (0.00%)		0		OL14_02_rfbA,77.43%,88.62%,truncated		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_O	3.2.0	GCA_009825265.1	ST10	OL5	O5	Untypeable	?-!	98.92%	30.94%		3 / 8 (37.50%)	OL5_01_manC,98.51%,99.79%;OL5_02_manB,99.33%,97.39%;OL5_08_wbdC,98.43%,85.48%,truncated	OL5_03_wzm;OL5_04_wzt;OL5_05_wbdD;OL5_06_wbdA;OL5_07_wbdB	0		0 / 8 (0.00%)		0		OL5_08_wbdC,98.43%,85.48%,truncated		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_O	3.2.0	GCA_009900075.1	ST10	OL14	unknown	Untypeable	-*!	0.00%	19.01%	-5567	2 / 8 (25.00%)	OL14_01_rfbB,76.92%,96.57%,below_id_threshold;OL14_02_rfbA,77.04%,88.62%,truncated	OL14_03_rfbD;OL14_04_rfbC;OL14_05_wbbL;OL14_06_rhamnan;OL14_07_wzm;OL14_08_wzt	0		0 / 8 (0.00%)		0		OL14_02_rfbA,77.04%,88.62%,truncated		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_O	3.2.0	GCA_009900285.1	ST10	OL5	O5	Typeable		97.09%	99.98%	-3	8 / 8 (100.00%)	OL5_01_manC,98.73%,99.79%;OL5_02_manB,97.38%,99.78%;OL5_03_wzm,98.11%,99.62%;OL5_04_wzt,98.02%,99.75%;OL5_05_wbdD,92.47%,99.77%;OL5_06_wbdA,93.82%,99.92%;OL5_07_wbdB,96.62%,99.74%;OL5_08_wbdC,95.42%,99.73%		0		0 / 8 (0.00%)		4	OL12_01_rfbB,98.30%,99.44%;OL13_02_rfbA,99.65%,99.66%;OL13_03_rfbD,99.32%,99.66%;OL13_04_rfbC,97.24%,97.84%			ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_O	3.2.0	GCA_009900425.1	ST10	OL3α/β	O3αβ	Typeable	?-!	98.96%	93.16%		8 / 10 (80.00%)	OL3α/β_01_manC,99.69%,68.01%,partial;OL3α/β_02_manB,99.43%,75.70%,partial;OL3α/β_03_wzm,98.85%,99.62%;OL3α/β_04_wzt,99.77%,99.77%;OL3α/β_05_wbdD,99.01%,99.86%;OL3α/β_06_wbdA,97.74%,99.88%;OL3α/β_07_wbdB,99.74%,99.74%;OL3α/β_08_wbdC,98.65%,99.73%		0		2 / 10 (20.00%)	OL3α/β_01_manC,97.92%,40.68%,partial;OL3α/β_02_manB,100.00%,30.37%,partial	1	OL5_02_manB,98.60%,77.56%,partial	OL3α/β_01_manC,99.69%,68.01%,partial;OL3α/β_01_manC,97.92%,40.68%,partial;OL3α/β_02_manB,99.43%,75.70%,partial;OL3α/β_02_manB,100.00%,30.37%,partial;OL5_02_manB,98.60%,77.56%,partial		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_O	3.2.0	GCA_009900585.1	ST10	OL14	unknown	Untypeable	-*!	0.00%	19.01%	-5567	2 / 8 (25.00%)	OL14_01_rfbB,76.92%,96.57%,below_id_threshold;OL14_02_rfbA,77.43%,88.62%,truncated	OL14_03_rfbD;OL14_04_rfbC;OL14_05_wbbL;OL14_06_rhamnan;OL14_07_wzm;OL14_08_wzt	0		0 / 8 (0.00%)		0		OL14_02_rfbA,77.43%,88.62%,truncated		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_O	3.2.0	GCA_009900625.1	ST10	OL14	unknown	Untypeable	-*!	0.00%	19.01%	-5567	2 / 8 (25.00%)	OL14_01_rfbB,76.92%,96.57%,below_id_threshold;OL14_02_rfbA,77.43%,88.62%,truncated	OL14_03_rfbD;OL14_04_rfbC;OL14_05_wbbL;OL14_06_rhamnan;OL14_07_wzm;OL14_08_wzt	0		0 / 8 (0.00%)		0		OL14_02_rfbA,77.43%,88.62%,truncated		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_O	3.2.0	GCA_009900645.1	ST10	OL14	unknown	Untypeable	-*!	0.00%	19.01%	-5567	2 / 8 (25.00%)	OL14_01_rfbB,76.92%,96.57%,below_id_threshold;OL14_02_rfbA,77.43%,88.62%,truncated	OL14_03_rfbD;OL14_04_rfbC;OL14_05_wbbL;OL14_06_rhamnan;OL14_07_wzm;OL14_08_wzt	0		0 / 8 (0.00%)		0		OL14_02_rfbA,77.43%,88.62%,truncated		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_O	3.2.0	GCA_009901125.1	ST10	OL14	unknown	Untypeable	-*!	0.00%	19.01%	-5567	2 / 8 (25.00%)	OL14_01_rfbB,76.92%,96.57%,below_id_threshold;OL14_02_rfbA,77.43%,88.62%,truncated	OL14_03_rfbD;OL14_04_rfbC;OL14_05_wbbL;OL14_06_rhamnan;OL14_07_wzm;OL14_08_wzt	0		0 / 8 (0.00%)		0		OL14_02_rfbA,77.43%,88.62%,truncated		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_O	3.2.0	GCA_009901145.1	ST10	OL3α/β	O3αβ	Typeable	?-!	98.96%	93.16%		8 / 10 (80.00%)	OL3α/β_01_manC,99.69%,68.01%,partial;OL3α/β_02_manB,99.43%,75.70%,partial;OL3α/β_03_wzm,98.85%,99.62%;OL3α/β_04_wzt,99.77%,99.77%;OL3α/β_05_wbdD,99.01%,99.86%;OL3α/β_06_wbdA,97.74%,99.88%;OL3α/β_07_wbdB,99.74%,99.74%;OL3α/β_08_wbdC,98.65%,99.73%		0		2 / 10 (20.00%)	OL3α/β_01_manC,97.92%,40.68%,partial;OL3α/β_02_manB,100.00%,30.37%,partial	1	OL5_02_manB,98.60%,77.56%,partial	OL3α/β_01_manC,99.69%,68.01%,partial;OL3α/β_01_manC,97.92%,40.68%,partial;OL3α/β_02_manB,99.43%,75.70%,partial;OL3α/β_02_manB,100.00%,30.37%,partial;OL5_02_manB,98.60%,77.56%,partial		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_O	3.2.0	GCA_009901165.1	ST10	OL3α/β	O3αβ	Typeable	?-!	98.96%	93.16%		8 / 10 (80.00%)	OL3α/β_01_manC,99.69%,68.01%,partial;OL3α/β_02_manB,99.43%,75.70%,partial;OL3α/β_03_wzm,98.85%,99.62%;OL3α/β_04_wzt,99.77%,99.77%;OL3α/β_05_wbdD,99.01%,99.86%;OL3α/β_06_wbdA,97.74%,99.88%;OL3α/β_07_wbdB,99.74%,99.74%;OL3α/β_08_wbdC,98.65%,99.73%		0		2 / 10 (20.00%)	OL3α/β_01_manC,97.92%,40.68%,partial;OL3α/β_02_manB,100.00%,30.37%,partial	1	OL5_02_manB,98.60%,77.56%,partial	OL3α/β_01_manC,99.69%,68.01%,partial;OL3α/β_01_manC,97.92%,40.68%,partial;OL3α/β_02_manB,99.43%,75.70%,partial;OL3α/β_02_manB,100.00%,30.37%,partial;OL5_02_manB,98.60%,77.56%,partial		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_O	3.2.0	GCA_009901185.1	ST10	OL14	unknown	Untypeable	-*!	0.00%	19.01%	-5567	2 / 8 (25.00%)	OL14_01_rfbB,76.33%,96.57%,below_id_threshold;OL14_02_rfbA,77.43%,88.62%,truncated	OL14_03_rfbD;OL14_04_rfbC;OL14_05_wbbL;OL14_06_rhamnan;OL14_07_wzm;OL14_08_wzt	0		0 / 8 (0.00%)		0		OL14_02_rfbA,77.43%,88.62%,truncated		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_O	3.2.0	GCA_011317875.1	ST10	OL3α/β	O3αβ	Typeable	?-!	98.96%	93.16%		8 / 10 (80.00%)	OL3α/β_01_manC,99.69%,68.01%,partial;OL3α/β_02_manB,99.43%,75.70%,partial;OL3α/β_03_wzm,98.85%,99.62%;OL3α/β_04_wzt,99.77%,99.77%;OL3α/β_05_wbdD,99.01%,99.86%;OL3α/β_06_wbdA,97.74%,99.88%;OL3α/β_07_wbdB,99.74%,99.74%;OL3α/β_08_wbdC,98.65%,99.73%		0		2 / 10 (20.00%)	OL3α/β_01_manC,97.92%,40.68%,partial;OL3α/β_02_manB,100.00%,30.37%,partial	1	OL5_02_manB,98.60%,77.56%,partial	OL3α/β_01_manC,99.69%,68.01%,partial;OL3α/β_01_manC,97.92%,40.68%,partial;OL3α/β_02_manB,99.43%,75.70%,partial;OL3α/β_02_manB,100.00%,30.37%,partial;OL5_02_manB,98.60%,77.56%,partial		ST10
