Kaptive version	Database name	Database version	Assembly	ST	Best match locus	Best match type	Match confidence	Problems	Identity	Coverage	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details	Truncated genes, details	Extra genes, details	ST
3.3.2	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	GCA_009794485.1	ST10	KL156-D1	unknown	Untypeable	-	97.53%	100.00%	1775	6 / 17 (35.29%)	KL156-D1_01_galF,98.32%,99.66%;KL156-D1_02_rmlB,95.84%,99.72%;KL156-D1_03_rmlD,94.98%,99.67%;KL156-D1_04_rmlA,97.60%,99.66%;KL156-D1_16_gnd,99.15%,99.79%;KL156-D1_17_ugd1,99.29%,97.23%	KL156-D1_05_rmlC;KL156-D1_06_wzx_KL156-D1;KL156-D1_07_gtr512;KL156-D1_08_gtr513;KL156-D1_09_wzy_KL156-D1;KL156-D1_10_ghl119;KL156-D1_11_gtr514;KL156-D1_12_gtr515;KL156-D1_13_reg;KL156-D1_14_gtr516;KL156-D1_15_gtr517	0		0 / 17 (0.00%)		0				ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	GCA_009795575.1	ST10	KL156-D1	unknown	Untypeable	-!	97.60%	100.00%	416	7 / 17 (41.18%)	KL156-D1_01_galF,99.66%,99.66%;KL156-D1_02_rmlB,95.01%,99.72%;KL156-D1_03_rmlD,95.99%,99.67%;KL156-D1_04_rmlA,96.92%,99.66%;KL156-D1_05_rmlC,94.20%,75.82%,truncated;KL156-D1_16_gnd,98.72%,99.79%;KL156-D1_17_ugd1,99.29%,97.23%	KL156-D1_06_wzx_KL156-D1;KL156-D1_07_gtr512;KL156-D1_08_gtr513;KL156-D1_09_wzy_KL156-D1;KL156-D1_10_ghl119;KL156-D1_11_gtr514;KL156-D1_12_gtr515;KL156-D1_13_reg;KL156-D1_14_gtr516;KL156-D1_15_gtr517	0		0 / 17 (0.00%)		0		KL156-D1_05_rmlC,94.20%,75.82%,truncated		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	GCA_009795595.1	ST10	KL156-D1	unknown	Untypeable	-!	97.60%	100.00%	416	7 / 17 (41.18%)	KL156-D1_01_galF,99.66%,99.66%;KL156-D1_02_rmlB,95.01%,99.72%;KL156-D1_03_rmlD,95.99%,99.67%;KL156-D1_04_rmlA,96.92%,99.66%;KL156-D1_05_rmlC,94.20%,75.82%,truncated;KL156-D1_16_gnd,98.72%,99.79%;KL156-D1_17_ugd1,99.29%,97.23%	KL156-D1_06_wzx_KL156-D1;KL156-D1_07_gtr512;KL156-D1_08_gtr513;KL156-D1_09_wzy_KL156-D1;KL156-D1_10_ghl119;KL156-D1_11_gtr514;KL156-D1_12_gtr515;KL156-D1_13_reg;KL156-D1_14_gtr516;KL156-D1_15_gtr517	0		0 / 17 (0.00%)		0		KL156-D1_05_rmlC,94.20%,75.82%,truncated		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	GCA_009795645.1	ST10	KL156-D1	unknown	Untypeable	-!	97.60%	100.00%	416	7 / 17 (41.18%)	KL156-D1_01_galF,99.66%,99.66%;KL156-D1_02_rmlB,95.01%,99.72%;KL156-D1_03_rmlD,95.99%,99.67%;KL156-D1_04_rmlA,96.92%,99.66%;KL156-D1_05_rmlC,94.20%,75.82%,truncated;KL156-D1_16_gnd,98.72%,99.79%;KL156-D1_17_ugd1,99.29%,97.23%	KL156-D1_06_wzx_KL156-D1;KL156-D1_07_gtr512;KL156-D1_08_gtr513;KL156-D1_09_wzy_KL156-D1;KL156-D1_10_ghl119;KL156-D1_11_gtr514;KL156-D1_12_gtr515;KL156-D1_13_reg;KL156-D1_14_gtr516;KL156-D1_15_gtr517	0		0 / 17 (0.00%)		0		KL156-D1_05_rmlC,94.20%,75.82%,truncated		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	GCA_009798605.1	ST10	KL17	Capsule null	Untypeable	?+-*!	89.51%	82.70%		6 / 20 (30.00%)	KL17_01_galF,90.24%,95.99%;KL17_04_wza,81.25%,76.19%,truncated;KL17_15_gnd,95.30%,99.79%;KL17_16_rmlB,78.95%,74.93%,truncated;KL17_17_rmlA,77.43%,88.62%,truncated;KL17_20_ugd1,82.99%,99.74%	KL17_02_cpsACP;KL17_03_wzi;KL17_05_wzb;KL17_06_wzc;KL17_07_wzy_KL17;KL17_08_gtr60;KL17_09_gtr61;KL17_10_gtr62;KL17_11_gtr63;KL17_12_wcaJ10;KL17_13_gtr64;KL17_14_wzx_KL17;KL17_18_rmlD;KL17_19_rmlC	1	KL135_17_manB,77.78%,94.31%,below_id_threshold	0 / 20 (0.00%)		0		KL17_04_wza,81.25%,76.19%,truncated;KL17_16_rmlB,78.95%,74.93%,truncated;KL17_17_rmlA,77.43%,88.62%,truncated		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	GCA_009823885.1	ST10	KL156-D1	unknown	Typeable		98.77%	99.96%	-6	17 / 17 (100.00%)	KL156-D1_01_galF,99.66%,99.66%;KL156-D1_02_rmlB,99.72%,99.72%;KL156-D1_03_rmlD,99.67%,99.67%;KL156-D1_04_rmlA,100.00%,99.66%;KL156-D1_05_rmlC,100.00%,99.45%;KL156-D1_06_wzx_KL156-D1,99.76%,99.76%;KL156-D1_07_gtr512,99.66%,99.66%;KL156-D1_08_gtr513,99.31%,99.66%;KL156-D1_09_wzy_KL156-D1,99.48%,99.74%;KL156-D1_10_ghl119,99.19%,99.20%;KL156-D1_11_gtr514,91.53%,100.00%;KL156-D1_12_gtr515,99.42%,97.21%;KL156-D1_13_reg,100.00%,100.00%;KL156-D1_14_gtr516,93.47%,100.00%;KL156-D1_15_gtr517,99.16%,99.17%;KL156-D1_16_gnd,99.36%,99.79%;KL156-D1_17_ugd1,99.64%,97.23%		0		0 / 17 (0.00%)		0				ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	GCA_009823945.1	ST10	KL156-D1	unknown	Untypeable	-	97.40%	100.00%	2912	6 / 17 (35.29%)	KL156-D1_01_galF,98.65%,99.66%;KL156-D1_02_rmlB,97.23%,99.72%;KL156-D1_03_rmlD,96.66%,99.67%;KL156-D1_04_rmlA,97.22%,98.29%;KL156-D1_16_gnd,98.72%,99.79%;KL156-D1_17_ugd1,95.90%,92.73%	KL156-D1_05_rmlC;KL156-D1_06_wzx_KL156-D1;KL156-D1_07_gtr512;KL156-D1_08_gtr513;KL156-D1_09_wzy_KL156-D1;KL156-D1_10_ghl119;KL156-D1_11_gtr514;KL156-D1_12_gtr515;KL156-D1_13_reg;KL156-D1_14_gtr516;KL156-D1_15_gtr517	0		0 / 17 (0.00%)		0				ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	GCA_009824195.1	ST10	KL156-D1	unknown	Untypeable	-!	97.04%	96.05%	-584	7 / 17 (41.18%)	KL156-D1_01_galF,99.66%,99.66%;KL156-D1_02_rmlB,94.46%,99.72%;KL156-D1_03_rmlD,94.65%,99.67%;KL156-D1_04_rmlA,97.26%,99.66%;KL156-D1_05_rmlC,94.74%,73.08%,truncated;KL156-D1_16_gnd,99.15%,99.79%;KL156-D1_17_ugd1,90.38%,71.97%,truncated	KL156-D1_06_wzx_KL156-D1;KL156-D1_07_gtr512;KL156-D1_08_gtr513;KL156-D1_09_wzy_KL156-D1;KL156-D1_10_ghl119;KL156-D1_11_gtr514;KL156-D1_12_gtr515;KL156-D1_13_reg;KL156-D1_14_gtr516;KL156-D1_15_gtr517	0		0 / 17 (0.00%)		0		KL156-D1_05_rmlC,94.74%,73.08%,truncated;KL156-D1_17_ugd1,90.38%,71.97%,truncated		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	GCA_009824205.1	ST10	KL156-D1	unknown	Untypeable	+-!	97.50%	97.12%	-426	6 / 17 (35.29%)	KL156-D1_01_galF,99.66%,99.66%;KL156-D1_02_rmlB,94.74%,99.72%;KL156-D1_03_rmlD,95.65%,99.67%;KL156-D1_04_rmlA,96.92%,99.66%;KL156-D1_16_gnd,98.72%,99.79%;KL156-D1_17_ugd1,99.29%,97.23%	KL156-D1_05_rmlC;KL156-D1_06_wzx_KL156-D1;KL156-D1_07_gtr512;KL156-D1_08_gtr513;KL156-D1_09_wzy_KL156-D1;KL156-D1_10_ghl119;KL156-D1_11_gtr514;KL156-D1_12_gtr515;KL156-D1_13_reg;KL156-D1_14_gtr516;KL156-D1_15_gtr517	1	KL44_20_rmlC,82.95%,69.73%,truncated	0 / 17 (0.00%)		0		KL44_20_rmlC,82.95%,69.73%,truncated		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	GCA_009824215.1	ST10	KL156-D1	unknown	Untypeable	-	97.75%	100.00%	131	6 / 17 (35.29%)	KL156-D1_01_galF,98.99%,99.66%;KL156-D1_02_rmlB,95.84%,99.72%;KL156-D1_03_rmlD,96.32%,99.67%;KL156-D1_04_rmlA,96.58%,99.66%;KL156-D1_16_gnd,99.15%,99.79%;KL156-D1_17_ugd1,99.64%,97.23%	KL156-D1_05_rmlC;KL156-D1_06_wzx_KL156-D1;KL156-D1_07_gtr512;KL156-D1_08_gtr513;KL156-D1_09_wzy_KL156-D1;KL156-D1_10_ghl119;KL156-D1_11_gtr514;KL156-D1_12_gtr515;KL156-D1_13_reg;KL156-D1_14_gtr516;KL156-D1_15_gtr517	0		0 / 17 (0.00%)		0				ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	GCA_009824295.1	ST10	KL177	Capsule null	Untypeable	?-*!	92.48%	80.91%		5 / 25 (20.00%)	KL177_01_galF,90.59%,95.99%;KL177_18_gnd,95.09%,99.79%;KL177_20_manB,77.34%,91.04%,below_id_threshold;KL177_21_rmlB,78.95%,74.93%,truncated;KL177_22_rmlA,77.43%,88.62%,truncated	KL177_02_cpsACP;KL177_03_wzi;KL177_04_wza;KL177_05_wzb;KL177_06_wzc;KL177_07_wzy_KL177;KL177_08_gtr582;KL177_09_gtr583;KL177_10_gtr584;KL177_11_glf;KL177_12_gtr585;KL177_13_wcaJ49;KL177_14_wzx_KL177;KL177_15_ghl136;KL177_16_atr65;KL177_17_atr66;KL177_19_manC;KL177_23_rmlD;KL177_24_rmlC;KL177_25_ugd1	0		0 / 25 (0.00%)		1	KL170_23_ugd1,91.75%,99.74%	KL177_21_rmlB,78.95%,74.93%,truncated;KL177_22_rmlA,77.43%,88.62%,truncated		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	GCA_009824335.1	ST10	KL156-D1	unknown	Untypeable	-!	97.04%	96.05%	-584	7 / 17 (41.18%)	KL156-D1_01_galF,99.66%,99.66%;KL156-D1_02_rmlB,94.46%,99.72%;KL156-D1_03_rmlD,94.65%,99.67%;KL156-D1_04_rmlA,97.26%,99.66%;KL156-D1_05_rmlC,94.74%,73.08%,truncated;KL156-D1_16_gnd,99.15%,99.79%;KL156-D1_17_ugd1,90.38%,71.97%,truncated	KL156-D1_06_wzx_KL156-D1;KL156-D1_07_gtr512;KL156-D1_08_gtr513;KL156-D1_09_wzy_KL156-D1;KL156-D1_10_ghl119;KL156-D1_11_gtr514;KL156-D1_12_gtr515;KL156-D1_13_reg;KL156-D1_14_gtr516;KL156-D1_15_gtr517	0		0 / 17 (0.00%)		0		KL156-D1_05_rmlC,94.74%,73.08%,truncated;KL156-D1_17_ugd1,90.38%,71.97%,truncated		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	GCA_009824425.1	ST10	KL156-D1	unknown	Untypeable	-!	97.04%	96.05%	-584	7 / 17 (41.18%)	KL156-D1_01_galF,99.66%,99.66%;KL156-D1_02_rmlB,94.46%,99.72%;KL156-D1_03_rmlD,94.65%,99.67%;KL156-D1_04_rmlA,97.26%,99.66%;KL156-D1_05_rmlC,94.74%,73.08%,truncated;KL156-D1_16_gnd,99.15%,99.79%;KL156-D1_17_ugd1,90.38%,71.97%,truncated	KL156-D1_06_wzx_KL156-D1;KL156-D1_07_gtr512;KL156-D1_08_gtr513;KL156-D1_09_wzy_KL156-D1;KL156-D1_10_ghl119;KL156-D1_11_gtr514;KL156-D1_12_gtr515;KL156-D1_13_reg;KL156-D1_14_gtr516;KL156-D1_15_gtr517	0		0 / 17 (0.00%)		0		KL156-D1_05_rmlC,94.74%,73.08%,truncated;KL156-D1_17_ugd1,90.38%,71.97%,truncated		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	GCA_009824475.1	ST10	KL156-D1	unknown	Untypeable	-!	97.04%	96.05%	-584	7 / 17 (41.18%)	KL156-D1_01_galF,99.66%,99.66%;KL156-D1_02_rmlB,94.46%,99.72%;KL156-D1_03_rmlD,94.65%,99.67%;KL156-D1_04_rmlA,97.26%,99.66%;KL156-D1_05_rmlC,94.74%,73.08%,truncated;KL156-D1_16_gnd,99.15%,99.79%;KL156-D1_17_ugd1,90.38%,71.97%,truncated	KL156-D1_06_wzx_KL156-D1;KL156-D1_07_gtr512;KL156-D1_08_gtr513;KL156-D1_09_wzy_KL156-D1;KL156-D1_10_ghl119;KL156-D1_11_gtr514;KL156-D1_12_gtr515;KL156-D1_13_reg;KL156-D1_14_gtr516;KL156-D1_15_gtr517	0		0 / 17 (0.00%)		0		KL156-D1_05_rmlC,94.74%,73.08%,truncated;KL156-D1_17_ugd1,90.38%,71.97%,truncated		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	GCA_009824555.1	ST10	KL156-D1	unknown	Untypeable	-!	97.04%	96.05%	-584	7 / 17 (41.18%)	KL156-D1_01_galF,99.66%,99.66%;KL156-D1_02_rmlB,94.46%,99.72%;KL156-D1_03_rmlD,94.65%,99.67%;KL156-D1_04_rmlA,97.26%,99.66%;KL156-D1_05_rmlC,94.74%,73.08%,truncated;KL156-D1_16_gnd,99.15%,99.79%;KL156-D1_17_ugd1,90.38%,71.97%,truncated	KL156-D1_06_wzx_KL156-D1;KL156-D1_07_gtr512;KL156-D1_08_gtr513;KL156-D1_09_wzy_KL156-D1;KL156-D1_10_ghl119;KL156-D1_11_gtr514;KL156-D1_12_gtr515;KL156-D1_13_reg;KL156-D1_14_gtr516;KL156-D1_15_gtr517	0		0 / 17 (0.00%)		0		KL156-D1_05_rmlC,94.74%,73.08%,truncated;KL156-D1_17_ugd1,90.38%,71.97%,truncated		ST10
3.3.2	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	GCA_009824615.1	ST10	KL114	unknown	Typeable	?-!	99.20%	96.68%		19 / 21 (90.48%)	KL114_01_galF,98.99%,99.67%;KL114_02_cpsACP,96.17%,99.52%;KL114_03_wzi,94.63%,99.67%;KL114_04_wza,99.47%,99.74%;KL114_05_wzb,100.00%,99.31%;KL114_06_wzc,99.72%,99.86%;KL114_07_wbaP36,99.79%,99.79%;KL114_08_wzy_KL114,99.53%,99.76%;KL114_09_gtr345,99.74%,99.74%;KL114_10_wzx_KL114,100.00%,99.80%;KL114_11_atr38,100.00%,99.47%;KL114_12_gtr346,99.74%,99.74%;KL114_13_ghl81,99.03%,99.81%;KL114_14_gtr347,100.00%,99.74%;KL114_15_atr39,100.00%,94.88%;KL114_16_gnd,99.79%,99.79%;KL114_17_manC,100.00%,68.01%,partial;KL114_18_manB,99.44%,78.12%,partial;KL114_19_ugd1,99.74%,99.74%		0		2 / 21 (9.52%)	KL114_17_manC,98.44%,40.68%,partial;KL114_18_manB,99.29%,30.63%,partial	5	KL31_19_manB,97.99%,76.15%,partial;KL63_18_manC,95.95%,68.01%,partial;KL156-D1_01_galF,98.80%,56.04%,truncated;KL156-D1_16_gnd,99.04%,44.56%,partial;KL156-D1_16_gnd,100.00%,14.50%,partial;KL156-D1_17_ugd1,99.60%,87.20%,partial;KL156-D1_17_ugd1,100.00%,5.88%,partial	KL31_19_manB,97.99%,76.15%,partial;KL63_18_manC,95.95%,68.01%,partial;KL114_17_manC,100.00%,68.01%,partial;KL114_17_manC,98.44%,40.68%,partial;KL114_18_manB,99.44%,78.12%,partial;KL114_18_manB,99.29%,30.63%,partial;KL156-D1_01_galF,98.80%,56.04%,truncated;KL156-D1_16_gnd,99.04%,44.56%,partial;KL156-D1_16_gnd,100.00%,14.50%,partial;KL156-D1_17_ugd1,99.60%,87.20%,partial;KL156-D1_17_ugd1,100.00%,5.88%,partial		ST10
